0.657986,0.643979
0.661458,0.65445
0.664931,0.65445
0.668403,0.664921
0.666667,0.664921
0.671875,0.664921
0.680556,0.670157
0.689236,0.670157
0.689236,0.670157
0.697917,0.680628
0.708333,0.685864
0.727431,0.717277
0.725694,0.712042
0.727431,0.717277
0.729167,0.717277
0.736111,0.732984
0.739583,0.732984
0.737847,0.73822
0.739583,0.73822
0.741319,0.743455
0.744792,0.73822
0.744792,0.748691
0.746528,0.748691
0.751736,0.759162
0.75,0.748691
0.753472,0.748691
0.751736,0.748691
0.753472,0.748691
0.756944,0.748691
0.753472,0.759162
0.755208,0.759162
0.756944,0.748691
0.760417,0.759162
0.762153,0.753927
0.763889,0.759162
0.765625,0.759162
0.767361,0.759162
0.765625,0.753927
0.765625,0.759162
0.765625,0.759162
0.765625,0.759162
0.765625,0.759162
0.765625,0.753927
0.767361,0.759162
0.767361,0.759162
0.765625,0.759162
0.777778,0.780105
0.772569,0.764398
0.772569,0.764398
0.765625,0.759162
0.770833,0.764398
0.777778,0.774869
0.779514,0.774869
0.774306,0.764398
0.782986,0.774869
0.782986,0.774869
0.776042,0.769634
0.779514,0.774869
0.782986,0.780105
0.779514,0.769634
0.782986,0.780105
0.786458,0.780105
0.782986,0.774869
0.786458,0.780105
0.786458,0.78534
0.786458,0.780105
0.789931,0.78534
0.791667,0.790576
0.789931,0.780105
0.793403,0.790576
0.786458,0.780105
0.791667,0.780105
0.791667,0.780105
0.795139,0.790576
0.796875,0.790576
0.795139,0.790576
0.802083,0.790576
0.802083,0.790576
0.802083,0.790576
0.803819,0.790576
0.800347,0.790576
0.803819,0.795812
0.800347,0.790576
0.814236,0.801047
0.807292,0.801047
0.809028,0.801047
0.814236,0.801047
0.807292,0.801047
0.807292,0.801047
0.809028,0.801047
0.807292,0.801047
0.814236,0.801047
0.815972,0.806283
0.814236,0.801047
0.815972,0.801047
0.817708,0.806283
0.817708,0.806283
0.815972,0.801047
0.824653,0.806283
0.822917,0.806283
0.821181,0.806283
0.817708,0.806283
0.822917,0.806283
0.826389,0.811518
0.824653,0.806283
0.828125,0.816754
0.828125,0.816754
0.824653,0.811518
0.826389,0.811518
0.824653,0.806283
0.828125,0.811518
0.829861,0.816754
0.833333,0.816754
0.836806,0.82199
0.836806,0.82199
0.835069,0.82199
0.835069,0.816754
0.84375,0.832461
0.838542,0.827225
0.848958,0.832461
0.84375,0.832461
0.847222,0.832461
0.852431,0.837696
0.845486,0.832461
0.852431,0.842932
0.852431,0.837696
0.852431,0.842932
0.852431,0.842932
0.852431,0.842932
0.855903,0.858639
0.862847,0.858639
0.855903,0.858639
0.852431,0.837696
0.862847,0.858639
0.862847,0.858639
0.866319,0.879581
0.862847,0.858639
0.864583,0.879581
0.866319,0.879581
0.866319,0.879581
0.866319,0.879581
0.864583,0.879581
0.864583,0.879581
0.864583,0.879581
0.866319,0.884817
0.868056,0.884817
0.868056,0.884817
0.869792,0.884817
0.869792,0.884817
0.868056,0.884817
0.871528,0.884817
0.871528,0.884817
0.875,0.884817
0.871528,0.884817
0.875,0.884817
0.875,0.884817
0.873264,0.884817
0.876736,0.884817
0.878472,0.895288
0.876736,0.884817
0.875,0.884817
0.875,0.884817
0.876736,0.890052
