0.239449,0.238754
0.235762,0.235132
0.234541,0.23391
0.233242,0.232846
0.240039,0.240619
0.233069,0.23354
0.232347,0.232559
0.232047,0.233168
0.231596,0.232644
0.226629,0.230591
0.229734,0.231274
0.228749,0.232408
0.225759,0.231711
0.231534,0.238175
0.221827,0.232534
0.222561,0.230904
0.221253,0.230259
0.222396,0.232171
0.233923,0.24005
0.225806,0.240742
0.229924,0.237814
0.221039,0.232119
0.223369,0.245453
0.25527,0.262957
0.315144,0.334988
0.223499,0.236301
0.230916,0.249286
0.224105,0.239901
0.230673,0.250276
0.236584,0.246473
0.226182,0.264677
0.239915,0.249502
0.22067,0.236434
0.228846,0.243489
0.247751,0.271437
0.203911,0.231251
0.238473,0.269892
0.280246,0.293327
0.199672,0.232519
0.277041,0.302226
